ranking,hr_process_name,hr_system_name,region,hr_contact_channel,total_cases,automation_score,automation_priority,recommended_solution,estimated_operational_hours_saved
2843,HR System Enhancement Request,People Analytics Dashboard,North America,Employee Self-Service Portal,69,41.21,Baja,Baja prioridad de automatización,27.74
2844,Benefits Reimbursement Request,HRIS Integration API,Europe,Internal Collaboration Tool,62,41.19,Baja,Baja prioridad de automatización,29.98
2845,Benefits Cancellation Request,HR Document Management System,Asia,Email,57,41.18,Baja,Baja prioridad de automatización,26.31
2846,Payroll Support Request,Payroll Payment Gateway,Africa,Email,64,41.16,Baja,Baja prioridad de automatización,28.58
2847,HR Platform Bug Report,Payroll Payment Gateway,North America,HR Chat / Virtual Assistant,58,41.11,Baja,Baja prioridad de automatización,24.82
2848,Employee Data Update,Payroll Payment Gateway,South America,Employee Self-Service Portal,50,41.11,Baja,Baja prioridad de automatización,24.48
2849,HR Platform Bug Report,Employee Mobile App,Africa,Email,51,41.09,Baja,Baja prioridad de automatización,21.34
2850,Payroll Support Request,Benefits Administration System,Africa,Internal Collaboration Tool,64,41.08,Baja,Baja prioridad de automatización,31.2
2851,HR System Performance Issue,HRIS Integration API,Australia,Employee Self-Service Portal,51,41.05,Baja,Baja prioridad de automatización,21.27
2852,HR Platform Bug Report,HRIS Integration API,Africa,Internal Collaboration Tool,52,41.02,Baja,Baja prioridad de automatización,22.72
2853,HRIS Login Issue,Payroll Payment Gateway,North America,HR Chat / Virtual Assistant,51,41.0,Baja,Baja prioridad de automatización,25.07
2854,HR Platform Bug Report,Payroll System,Africa,Internal Collaboration Tool,57,40.98,Baja,Baja prioridad de automatización,27.25
2855,HR System Enhancement Request,HR Case Management Platform,Asia,Internal Collaboration Tool,58,40.98,Baja,Baja prioridad de automatización,24.82
2856,Benefits Cancellation Request,HRIS Integration API,Africa,Email,53,40.95,Baja,Baja prioridad de automatización,25.81
2857,Compliance & Access Security Review,HR Case Management Platform,Africa,Employee Self-Service Portal,51,40.91,Baja,Baja prioridad de automatización,22.57
2858,HR System Enhancement Request,People Analytics Dashboard,North America,Internal Collaboration Tool,51,40.9,Baja,Baja prioridad de automatización,24.89
2859,Benefits Cancellation Request,Payroll System,Australia,Email,59,40.89,Baja,Baja prioridad de automatización,24.84
2860,Compliance & Access Security Review,Payroll System,Europe,Email,49,40.89,Baja,Baja prioridad de automatización,23.52
2861,Benefits Reimbursement Request,HR Case Management Platform,Europe,Internal Collaboration Tool,75,40.87,Baja,Baja prioridad de automatización,31.73
2862,Benefits Reimbursement Request,HR Document Management System,North America,HR Chat / Virtual Assistant,55,40.87,Baja,Baja prioridad de automatización,22.77
2863,Benefits Cancellation Request,HRIS Integration API,Australia,Phone,55,40.84,Baja,Baja prioridad de automatización,27.09
2864,Benefits Cancellation Request,Employee Mobile App,North America,Internal Collaboration Tool,64,40.83,Baja,Baja prioridad de automatización,27.2
2865,Compliance & Access Security Review,People Analytics Dashboard,North America,Email,59,40.81,Baja,Baja prioridad de automatización,28.5
2866,Compliance & Access Security Review,Payroll Payment Gateway,Europe,Phone,63,40.79,Baja,Baja prioridad de automatización,30.33
2867,HR System Enhancement Request,HRIS Integration API,South America,HR Chat / Virtual Assistant,60,40.79,Baja,Baja prioridad de automatización,26.79
2868,Compliance & Access Security Review,Employee Mobile App,North America,Employee Self-Service Portal,59,40.76,Baja,Baja prioridad de automatización,30.18
2869,Benefits Cancellation Request,People Analytics Dashboard,Asia,Email,64,40.74,Baja,Baja prioridad de automatización,27.74
2870,HR System Performance Issue,Payroll Payment Gateway,South America,Internal Collaboration Tool,68,40.72,Baja,Baja prioridad de automatización,29.21
2871,Benefits Reimbursement Request,HR Case Management Platform,South America,Email,64,40.71,Baja,Baja prioridad de automatización,27.52
2872,Benefits Cancellation Request,Payroll System,Africa,Phone,60,40.68,Baja,Baja prioridad de automatización,28.05
2873,HR System Enhancement Request,HR Case Management Platform,Asia,Email,59,40.68,Baja,Baja prioridad de automatización,26.87
2874,HRIS Access Suspension,HR Document Management System,North America,Employee Self-Service Portal,50,40.65,Baja,Baja prioridad de automatización,23.38
2875,HR System Enhancement Request,People Analytics Dashboard,Europe,Employee Self-Service Portal,65,40.6,Baja,Baja prioridad de automatización,27.92
2876,HRIS Access Suspension,HR Case Management Platform,Asia,Email,61,40.58,Baja,Baja prioridad de automatización,26.5
2877,HRIS Access Suspension,People Analytics Dashboard,Asia,Email,62,40.57,Baja,Baja prioridad de automatización,28.92
2878,HRIS Login Issue,HRIS Integration API,North America,Employee Self-Service Portal,43,40.53,Baja,Baja prioridad de automatización,21.05
2879,Compliance & Access Security Review,HRIS Integration API,North America,Employee Self-Service Portal,65,40.52,Baja,Baja prioridad de automatización,25.81
2880,HRIS Access Suspension,Payroll Payment Gateway,Europe,HR Chat / Virtual Assistant,60,40.51,Baja,Baja prioridad de automatización,24.78
2881,HRIS Login Issue,People Analytics Dashboard,South America,Email,57,40.49,Baja,Baja prioridad de automatización,24.22
2882,Compliance & Access Security Review,People Analytics Dashboard,Australia,Phone,58,40.48,Baja,Baja prioridad de automatización,24.94
2883,HR Platform Bug Report,HR Document Management System,Europe,HR Chat / Virtual Assistant,50,40.46,Baja,Baja prioridad de automatización,22.5
2884,Compliance & Access Security Review,Benefits Administration System,Asia,Email,54,40.44,Baja,Baja prioridad de automatización,25.08
2885,Employee Data Update,Payroll Payment Gateway,Asia,Email,63,40.43,Baja,Baja prioridad de automatización,28.07
2886,HR Platform Bug Report,Payroll Payment Gateway,Australia,Phone,58,40.41,Baja,Baja prioridad de automatización,29.12
2887,HR Platform Bug Report,HR Document Management System,South America,Internal Collaboration Tool,51,40.39,Baja,Baja prioridad de automatización,24.35
2888,Benefits Cancellation Request,HR Case Management Platform,Europe,HR Chat / Virtual Assistant,67,40.38,Baja,Baja prioridad de automatización,29.28
2889,HR System Enhancement Request,HR Document Management System,Europe,Email,56,40.36,Baja,Baja prioridad de automatización,24.08
2890,HR System Enhancement Request,HR Document Management System,South America,Phone,57,40.35,Baja,Baja prioridad de automatización,25.08
2891,Benefits Reimbursement Request,Payroll Payment Gateway,North America,Email,55,40.35,Baja,Baja prioridad de automatización,22.11
2892,Benefits Cancellation Request,Benefits Portal,Australia,Phone,52,40.34,Baja,Baja prioridad de automatización,22.88
2893,HRIS Access Suspension,HR Document Management System,Asia,Email,54,40.32,Baja,Baja prioridad de automatización,24.79
2894,HR System Enhancement Request,HRIS Integration API,Australia,Employee Self-Service Portal,58,40.3,Baja,Baja prioridad de automatización,29.84
2895,Payroll Support Request,HR Document Management System,Australia,Internal Collaboration Tool,60,40.3,Baja,Baja prioridad de automatización,25.17
2896,HR Platform Bug Report,Payroll Payment Gateway,Europe,HR Chat / Virtual Assistant,59,40.25,Baja,Baja prioridad de automatización,27.46
2897,HR Platform Bug Report,HRIS Integration API,Europe,Phone,62,40.19,Baja,Baja prioridad de automatización,30.13
2898,HRIS Access Suspension,Payroll System,North America,Email,52,40.19,Baja,Baja prioridad de automatización,22.18
2899,Benefits Reimbursement Request,Payroll Payment Gateway,Asia,Email,52,40.17,Baja,Baja prioridad de automatización,23.53
2900,HRIS Access Suspension,People Analytics Dashboard,South America,Phone,52,40.17,Baja,Baja prioridad de automatización,23.4
2901,HR System Enhancement Request,Benefits Portal,Australia,HR Chat / Virtual Assistant,55,40.14,Baja,Baja prioridad de automatización,27.28
2902,Benefits Reimbursement Request,HR Document Management System,North America,Email,55,40.09,Baja,Baja prioridad de automatización,26.1
2903,HRIS Login Issue,Employee Mobile App,Europe,HR Chat / Virtual Assistant,52,40.07,Baja,Baja prioridad de automatización,25.56
2904,Compliance & Access Security Review,HR Case Management Platform,Europe,Email,58,40.07,Baja,Baja prioridad de automatización,24.3
2905,HR System Enhancement Request,HR Document Management System,Europe,Employee Self-Service Portal,62,40.06,Baja,Baja prioridad de automatización,27.56
2906,Benefits Reimbursement Request,Benefits Administration System,Europe,Email,66,40.0,Baja,Baja prioridad de automatización,30.46
2907,Payroll Support Request,Employee Self-Service Portal,Europe,Phone,58,39.98,Baja,Baja prioridad de automatización,25.87
2908,HRIS Access Suspension,Payroll Payment Gateway,South America,HR Chat / Virtual Assistant,60,39.94,Baja,Baja prioridad de automatización,26.1
2909,Employee Data Update,People Analytics Dashboard,Asia,HR Chat / Virtual Assistant,47,39.94,Baja,Baja prioridad de automatización,22.11
2910,HRIS Login Issue,People Analytics Dashboard,South America,Internal Collaboration Tool,39,39.92,Baja,Baja prioridad de automatización,20.09
2911,HR System Performance Issue,Benefits Administration System,North America,Internal Collaboration Tool,57,39.89,Baja,Baja prioridad de automatización,25.74
2912,Benefits Cancellation Request,HR Document Management System,North America,Phone,63,39.87,Baja,Baja prioridad de automatización,28.44
2913,Employee Data Update,Payroll System,North America,Internal Collaboration Tool,52,39.86,Baja,Baja prioridad de automatización,26.18
2914,Employee Data Update,Benefits Portal,Australia,Email,64,39.85,Baja,Baja prioridad de automatización,29.41
2915,HRIS Access Suspension,Payroll System,Africa,Email,68,39.82,Baja,Baja prioridad de automatización,30.67
2916,Compliance & Access Security Review,Benefits Administration System,North America,Email,51,39.69,Baja,Baja prioridad de automatización,23.54
2917,Compliance & Access Security Review,HR Case Management Platform,Australia,Internal Collaboration Tool,68,39.67,Baja,Baja prioridad de automatización,30.91
2918,Benefits Cancellation Request,HR Document Management System,Europe,Employee Self-Service Portal,66,39.65,Baja,Baja prioridad de automatización,29.2
2919,Payroll Support Request,HR Case Management Platform,Africa,Phone,56,39.65,Baja,Baja prioridad de automatización,27.27
2920,HR System Enhancement Request,HR Case Management Platform,North America,HR Chat / Virtual Assistant,58,39.64,Baja,Baja prioridad de automatización,25.93
2921,HRIS Login Issue,Benefits Portal,Asia,HR Chat / Virtual Assistant,54,39.62,Baja,Baja prioridad de automatización,25.62
2922,Compliance & Access Security Review,Employee Self-Service Portal,Asia,Internal Collaboration Tool,53,39.61,Baja,Baja prioridad de automatización,25.1
2923,HR Platform Bug Report,Benefits Administration System,Australia,Email,57,39.53,Baja,Baja prioridad de automatización,27.3
2924,HRIS Access Suspension,Employee Self-Service Portal,South America,Phone,54,39.53,Baja,Baja prioridad de automatización,24.41
2925,HR System Enhancement Request,Benefits Portal,Asia,HR Chat / Virtual Assistant,60,39.51,Baja,Baja prioridad de automatización,25.26
2926,Benefits Cancellation Request,HR Document Management System,North America,Email,59,39.48,Baja,Baja prioridad de automatización,27.08
2927,HRIS Access Suspension,Payroll Payment Gateway,Europe,Phone,64,39.45,Baja,Baja prioridad de automatización,25.89
2928,HR System Enhancement Request,Payroll Payment Gateway,Australia,Email,64,39.44,Baja,Baja prioridad de automatización,23.62
2929,Benefits Cancellation Request,People Analytics Dashboard,Asia,HR Chat / Virtual Assistant,61,39.43,Baja,Baja prioridad de automatización,29.55
2930,HRIS Login Issue,HRIS Integration API,Asia,Employee Self-Service Portal,55,39.43,Baja,Baja prioridad de automatización,26.29
2931,HRIS Login Issue,People Analytics Dashboard,North America,Internal Collaboration Tool,62,39.36,Baja,Baja prioridad de automatización,23.47
2932,Benefits Cancellation Request,Benefits Portal,Asia,Employee Self-Service Portal,64,39.28,Baja,Baja prioridad de automatización,30.27
2933,HRIS Login Issue,Employee Mobile App,Asia,Email,51,39.26,Baja,Baja prioridad de automatización,28.28
2934,Benefits Reimbursement Request,Benefits Administration System,Africa,Phone,61,39.22,Baja,Baja prioridad de automatización,27.21
2935,Employee Data Update,Payroll System,Asia,Employee Self-Service Portal,51,39.2,Baja,Baja prioridad de automatización,24.12
2936,Benefits Reimbursement Request,Employee Self-Service Portal,Africa,Internal Collaboration Tool,53,39.08,Baja,Baja prioridad de automatización,21.97
2937,Payroll Support Request,Payroll System,Australia,Employee Self-Service Portal,62,39.05,Baja,Baja prioridad de automatización,29.61
2938,Compliance & Access Security Review,Payroll Payment Gateway,Africa,Phone,64,39.04,Baja,Baja prioridad de automatización,28.19
2939,Employee Data Update,Employee Mobile App,South America,Email,57,39.04,Baja,Baja prioridad de automatización,25.42
2940,Benefits Cancellation Request,Employee Self-Service Portal,Europe,Phone,69,39.02,Baja,Baja prioridad de automatización,29.67
2941,HR System Enhancement Request,Payroll System,Australia,HR Chat / Virtual Assistant,51,38.94,Baja,Baja prioridad de automatización,26.21
2942,Payroll Support Request,Benefits Administration System,Asia,Email,61,38.94,Baja,Baja prioridad de automatización,25.38
2943,Employee Data Update,Payroll Payment Gateway,North America,Phone,71,38.92,Baja,Baja prioridad de automatización,32.73
2944,Employee Data Update,Benefits Administration System,Australia,Email,50,38.74,Baja,Baja prioridad de automatización,22.43
2945,Benefits Cancellation Request,HR Document Management System,Europe,HR Chat / Virtual Assistant,55,38.73,Baja,Baja prioridad de automatización,26.48
